,Company Name,Ticker,Exchange,Sector,Industry,Market Cap (mil),Month of Fiscal Yr End,P/E (Trailing 12 Months),P/E (F1),P/E (F2),F0 Consensus Est.,F1 Consensus Est.,F2 Consensus Est.,PEG Ratio
210,"ImmunoGen, Inc.",IMGN,NSDQ,Medical,Medical - Drugs,1052.51,12,,,,-0.48,-0.74,-0.83,
211,"Inhibrx, Inc.",INBX,NSDQ,Medical,Medical - Biomedical and Genetics,1062.88,12,,,,-2.56,-2.31,-2.27,
213,"Inogen, Inc",INGN,NSDQ,Medical,Medical - Instruments,1412.51,12,,,,-0.31,-0.39,-0.14,
214,InMode Ltd.,INMD,NSDQ,Medical,Medical - Products,3357.49,12,32.01,,,1.78,,,
216,"Inovio Pharmaceuticals, Inc.",INO,NSDQ,Medical,Medical - Biomedical and Genetics,1752.27,12,,,,-1.16,-1.38,-0.98,
217,"Insmed, Inc.",INSM,NSDQ,Medical,Medical - Biomedical and Genetics,2638.0,12,,,,-2.66,-3.53,-2.65,
218,"Inspire Medical Systems, Inc.",INSP,NYSE,Medical,Medical Info Systems,5375.78,12,,,,-2.37,-2.24,-1.52,
221,"Ionis Pharmaceuticals, Inc.",IONS,NSDQ,Medical,Medical - Drugs,5452.54,12,,,,-0.52,-1.81,-1.38,
222,"Iovance Biotherapeutics, Inc.",IOVA,NSDQ,Medical,Medical - Biomedical and Genetics,3254.12,12,,,,-1.85,-2.07,-2.21,
223,"Century Therapeutics, Inc.",IPSC,NSDQ,Medical,Medical - Drugs,1688.7,12,,,,,-3.0,-1.78,
225,IRHYTHM TECH,IRTC,NSDQ,Medical,Medical Info Systems,1336.09,12,,,,-1.56,-3.42,-3.25,
228,IntraCellular Therapies Inc.,ITCI,NSDQ,Medical,Medical - Biomedical and Genetics,2394.7,12,,,,-3.29,-3.32,-2.62,
230,"Janux Therapeutics, Inc.",JANX,NSDQ,Medical,Medical - Biomedical and Genetics,1221.3,12,,,,,-1.02,-1.0,
234,OrthoPediatrics Corp.,KIDS,NSDQ,Medical,Medical - Instruments,1257.47,12,,,,-1.33,-0.9,-0.49,
235,Kodiak Sciences Inc.,KOD,NSDQ,Medical,Medical - Biomedical and Genetics,4435.12,12,,,,-2.78,-3.96,-5.62,
236,"Kronos Bio, Inc.",KRON,NSDQ,Medical,Medical - Biomedical and Genetics,1120.02,12,,,,-4.58,-2.72,-2.67,
237,"Karuna Therapeutics, Inc.",KRTX,NSDQ,Medical,Medical - Biomedical and Genetics,3098.74,12,,,,-2.61,-5.55,-6.27,
238,"Krystal Biotech, Inc.",KRYS,NSDQ,Medical,Medical - Biomedical and Genetics,1198.66,12,,,,-1.74,-2.96,-3.37,
239,"Kura Oncology, Inc.",KURA,NSDQ,Medical,Medical - Biomedical and Genetics,1069.35,12,,,,-1.69,-2.09,-2.24,
240,"Kymera Therapeutics, Inc.",KYMR,NSDQ,Medical,Medical - Biomedical and Genetics,2597.93,12,,,,-1.38,-1.54,-1.62,
241,Legend Biotech Corporation Sponsored ADR,LEGN,NSDQ,Medical,Medical - Biomedical and Genetics,5637.76,12,,,,-1.37,-0.91,-0.58,
242,"LifeStance Health Group, Inc.",LFST,NSDQ,Medical,Medical - Outpatient and Home Healthcare,5174.48,12,,,,,-0.66,-0.19,
250,Pulmonx Corporation,LUNG,NSDQ,Medical,Medical Info Systems,1371.11,12,,,,-1.34,-1.43,-1.28,
251,"Lyell Immunopharma, Inc.",LYEL,NSDQ,Medical,Medical - Drugs,3370.73,12,,,,,-1.43,-1.11,
256,"Madrigal Pharmaceuticals, Inc.",MDGL,NSDQ,Medical,Medical - Drugs,1376.31,12,,,,-13.05,-15.05,-14.39,
259,"MiMedx Group, Inc",MDXG,NSDQ,Medical,Medical - Biomedical and Genetics,1338.88,12,,,,-0.35,-0.28,-0.13,
262,"MacroGenics, Inc.",MGNX,NSDQ,Medical,Medical - Products,1404.86,12,,,,-3.07,-2.86,-2.41,
263,Merck KGaA,MKGAF,OTC,Medical,Medical - Drugs,29221.17,12,22.75,,,,,,
266,MannKind Corporation,MNKD,NSDQ,Medical,Medical - Biomedical and Genetics,1023.61,12,,,,-0.18,-0.22,-0.18,
269,MorphoSys AG Unsponsored ADR,MOR,NSDQ,Medical,Medical - Biomedical and Genetics,1797.86,12,,,,0.38,-0.71,-2.45,
270,"Morphic Holding, Inc.",MORF,NSDQ,Medical,Medical - Biomedical and Genetics,2106.51,12,,,,-1.28,-3.01,-3.65,
271,MultiPlan Corporation,MPLN,NYSE,Medical,Medical Services,4262.59,12,,91.14,45.57,,0.07,0.14,
274,"Mirati Therapeutics, Inc.",MRTX,NSDQ,Medical,Medical - Biomedical and Genetics,7113.16,12,,,,-8.21,-11.42,-11.97,
276,"MaxCyte, Inc.",MXCT,NSDQ,Medical,Medical - Biomedical and Genetics,1556.31,12,,,,,,,
278,Myovant Sciences Ltd.,MYOV,NYSE,Medical,Medical - Biomedical and Genetics,1933.64,3,,,,-2.84,-2.26,-1.27,
281,"NeoGenomics, Inc.",NEO,NSDQ,Medical,Medical - Biomedical and Genetics,5184.08,12,281.4,,,0.07,-0.22,-0.03,
283,New Frontier Health Corporation,NFH,NYSE,Medical,Medical Services,1478.01,12,,,,,,,
284,"NGM Biopharmaceuticals, Inc.",NGM,NSDQ,Medical,Medical - Biomedical and Genetics,1676.69,12,,,,-1.64,-1.65,-1.69,
285,National HealthCare Corporation,NHC,AMEX,Medical,Medical - Nursing Homes,1163.22,12,19.64,,,,,,
286,Nihon Kohden Corporation,NHNKY,OTC,Medical,Medical - Instruments,2797.69,3,19.23,,,,,,
287,Nektar Therapeutics,NKTR,NSDQ,Medical,Medical - Drugs,2530.95,12,,,,-2.57,-3.04,-1.81,
288,"Nkarta, Inc.",NKTX,NSDQ,Medical,Medical - Biomedical and Genetics,1176.74,12,,,,-20.63,-2.69,-3.37,
289,"Nurix Therapeutics, Inc.",NRIX,NSDQ,Medical,Medical - Biomedical and Genetics,1313.7,11,,,,-2.19,-2.48,-2.89,
290,"NanoString Technologies, Inc.",NSTG,NSDQ,Medical,Medical - Products,2422.66,12,,,,-2.77,-2.19,-2.22,
291,"Intellia Therapeutics, Inc.",NTLA,NSDQ,Medical,Medical - Biomedical and Genetics,11217.8,12,,,,-2.29,-3.12,-3.12,
292,"Natera, Inc.",NTRA,NSDQ,Medical,Medical Services,9481.47,12,,,,-2.54,-4.43,-4.33,
294,Nuvation Bio Inc.,NUVB,NYSE,Medical,Medical - Biomedical and Genetics,1815.2,12,,,,-0.15,-0.48,-0.68,
295,"Nuvalent, Inc.",NUVL,NSDQ,Medical,Medical - Biomedical and Genetics,1139.64,12,,,,,,,
296,"Novavax, Inc.",NVAX,NSDQ,Medical,Medical - Biomedical and Genetics,17079.96,12,,,7.1,-5.93,-8.06,32.3,
297,NovoCure Limited,NVCR,NSDQ,Medical,Medical Services,14091.97,12,,,776.91,0.27,-0.24,0.17,
299,Nevro Corp.,NVRO,NYSE,Medical,Medical - Instruments,3582.46,12,,,,-2.62,-2.89,-2.17,
302,Invitae Corporation,NVTA,NYSE,Medical,Medical Info Systems,5553.03,12,,,,-2.7,-2.66,-2.25,
303,"Northwest Biotherapeutics, Inc.",NWBO,OTC,Medical,Medical - Biomedical and Genetics,1046.92,12,,,,,,,
306,"Ocugen, Inc.",OCGN,NSDQ,Medical,Medical - Biomedical and Genetics,1403.22,12,,,28.52,-0.33,-0.25,0.25,
308,Olink Holding AB publ Sponsored ADR,OLK,NSDQ,Medical,Medical Info Systems,3322.68,12,,,,,-0.19,-0.09,
309,"Olema Pharmaceuticals, Inc.",OLMA,NSDQ,Medical,Medical - Biomedical and Genetics,1034.83,12,,,,-1.01,-1.72,-2.68,
310,"Outset Medical, Inc.",OM,NSDQ,Medical,Medical Info Systems,1843.27,12,,,,-5.52,-2.47,-2.22,
313,"Singular Genomics Systems, Inc.",OMIC,NSDQ,Medical,Medical Services,1016.81,12,,,,,-0.87,-1.25,
314,"1Life Healthcare, Inc.",ONEM,NSDQ,Medical,Medical Info Systems,3268.67,12,,,,-0.86,-1.08,-0.64,
317,"OPKO Health, Inc.",OPK,NSDQ,Medical,Medical - Instruments,2479.43,12,33.09,97.07,,0.01,0.04,-0.05,
319,Orion OYJ Unsponsored ADR,ORINY,OTC,Medical,Medical - Drugs,6012.32,12,25.98,,,0.97,,,
320,"Oak Street Health, Inc.",OSH,NYSE,Medical,Medical - Outpatient and Home Healthcare,11368.54,12,,,,-0.67,-1.74,-1.25,
322,"Pacific Biosciences of California, Inc.",PACB,NSDQ,Medical,Medical - Instruments,5653.55,12,,,,0.17,-1.07,-0.95,
323,Phibro Animal Health Corporation,PAHC,NSDQ,Medical,Medical - Products,1021.91,6,22.53,18.97,,1.27,1.33,,
325,"Vaxcyte, Inc.",PCVX,NSDQ,Medical,Medical - Biomedical and Genetics,1371.54,12,,,,-6.2,-2.1,-2.31,
329,"Precigen, Inc.",PGEN,NSDQ,Medical,Medical - Biomedical and Genetics,1208.86,12,,,,-0.89,-0.49,-0.58,
333,"Phreesia, Inc.",PHR,NYSE,Medical,Medical Info Systems,3247.91,1,,,,-0.67,-0.92,-0.72,
335,"PMV Pharmaceuticals, Inc.",PMVP,NSDQ,Medical,Medical - Drugs,1531.78,12,22.25,,,-2.97,-1.19,-1.5,
339,Prelude Therapeutics Incorporated,PRLD,NSDQ,Medical,Medical - Drugs,1494.75,12,,,,-3.02,-2.3,-3.61,
340,Prothena Corporation plc,PRTA,NSDQ,Medical,Medical - Biomedical and Genetics,2491.51,12,,39.33,,-2.82,1.43,-1.97,16.88
341,PureTech Health PLC Sponsored ADR,PRTC,NSDQ,Medical,Medical - Biomedical and Genetics,1366.21,12,,,,-0.46,-4.86,-4.84,
342,"Privia Health Group, Inc.",PRVA,NSDQ,Medical,Medical Info Systems,3431.36,12,,,,,-1.9,-0.07,
343,"PTC Therapeutics, Inc.",PTCT,NSDQ,Medical,Medical - Drugs,2714.05,12,,,,-6.71,-7.07,-3.61,
344,"Protagonist Therapeutics, Inc.",PTGX,NSDQ,Medical,Medical - Biomedical and Genetics,2275.29,12,,,,-1.94,-2.5,-2.26,
347,Quanterix Corporation,QTRX,NSDQ,Medical,Medical - Products,1712.92,12,,,,-0.91,-1.27,-1.01,
348,uniQure N.V.,QURE,NSDQ,Medical,Medical - Biomedical and Genetics,1315.4,12,4.47,4.58,,-3.67,6.23,-1.99,
349,Ultragenyx Pharmaceutical Inc.,RARE,NSDQ,Medical,Medical - Biomedical and Genetics,5969.57,12,,,,-3.82,-6.63,-5.63,
351,"Rocket Pharmaceuticals, Inc.",RCKT,NSDQ,Medical,Medical - Biomedical and Genetics,1908.47,12,,,,-1.93,-2.38,-2.46,
352,"Arcus Biosciences, Inc.",RCUS,NYSE,Medical,Medical - Biomedical and Genetics,1934.78,12,,,,-2.15,-4.1,-2.7,
356,"Replimune Group, Inc.",REPL,NSDQ,Medical,Medical - Biomedical and Genetics,1392.88,3,,,,-1.76,-2.04,-2.31,
357,"Reata Pharmaceuticals, Inc.",RETA,NSDQ,Medical,Medical - Biomedical and Genetics,3878.17,12,,,,-7.87,-8.47,-9.5,
359,REGENXBIO Inc.,RGNX,NSDQ,Medical,Medical - Biomedical and Genetics,1322.32,12,,,,-1.65,-4.83,-4.26,
361,"Relay Therapeutics, Inc.",RLAY,NSDQ,Medical,Medical - Drugs,2926.38,12,,,,-5.22,-2.36,-2.04,
363,Repare Therapeutics Inc.,RPTX,NSDQ,Medical,Medical - Biomedical and Genetics,1271.63,12,,,,-2.4,-2.4,-2.79,
364,"Rubius Therapeutics, Inc.",RUBY,NSDQ,Medical,Medical - Biomedical and Genetics,2118.66,12,,,,-2.11,-2.07,-2.17,
365,"Revolution Medicines, Inc.",RVMD,NSDQ,Medical,Medical - Drugs,1884.41,12,,,,-1.81,-2.42,-2.91,
366,"Revance Therapeutics, Inc.",RVNC,NSDQ,Medical,Medical - Biomedical and Genetics,1906.36,12,,,,-4.81,-4.45,-3.3,
367,"Recursion Pharmaceuticals, Inc.",RXRX,NSDQ,Medical,Medical - Drugs,3450.57,12,,,,,-1.1,-1.2,
368,"Sage Therapeutics, Inc.",SAGE,NSDQ,Medical,Medical - Drugs,2496.53,12,,,,-9.34,-7.25,-6.22,
369,"Sana Biotechnology, Inc.",SANA,NSDQ,Medical,Medical - Biomedical and Genetics,3748.42,12,,,,-7.93,-1.55,-2.04,
372,"Cassava Sciences, Inc.",SAVA,NSDQ,Medical,Medical - Drugs,4668.51,12,,,,-0.2,-0.64,-0.23,
374,"Silverback Therapeutics, Inc.",SBTX,NSDQ,Medical,Medical - Biomedical and Genetics,1048.99,12,,,,-2.63,-2.69,-3.65,
375,"SmileDirectClub, Inc.",SDC,NSDQ,Medical,Medical - Dental Supplies,1887.25,12,,,,-0.75,-0.54,-0.26,
376,"Schrodinger, Inc.",SDGR,NSDQ,Medical,Medical Info Systems,4046.99,12,,,,-0.24,-1.2,-1.08,
377,"Seer, Inc.",SEER,NSDQ,Medical,Medical - Biomedical and Genetics,1866.35,12,,,,-1.0,-1.15,-1.32,
379,"Senseonics Holdings, Inc.",SENS,AMEX,Medical,Medical Info Systems,1344.67,12,,,,-0.44,-1.21,-0.25,
380,Seagen Inc.,SGEN,NSDQ,Medical,Medical - Biomedical and Genetics,28358.13,12,47.81,,517.84,3.3,-2.33,0.3,
382,"Sight Sciences, Inc.",SGHT,NSDQ,Medical,Medical - Instruments,1747.87,12,,,,,-2.58,-0.71,
383,"Sangamo Therapeutics, Inc.",SGMO,NSDQ,Medical,Medical - Biomedical and Genetics,1385.06,12,,,,-0.79,-1.31,-1.4,
386,"Sharecare, Inc.",SHCR,NSDQ,Medical,Medical Services,2096.74,12,,,,,,,
387,Shandong Weigao Medical Polymer Co.,SHWGF,OTC,Medical,Medical - Products,8090.8,12,,,,,,,
388,"Silk Road Medical, Inc.",SILK,NSDQ,Medical,Medical - Instruments,1752.22,12,,,,-1.23,-1.24,-0.89,
389,The Beauty Health Company,SKIN,NSDQ,Medical,Medical Services,2810.51,12,,148.8,372.0,,-1.41,0.06,
390,Sema4 Holdings Corp.,SMFR,NSDQ,Medical,Medical Info Systems,2728.56,12,,,,,,,
391,Sundial Growers Inc.,SNDL,NSDQ,Medical,Medical - Drugs,1217.44,12,,,73.33,-0.39,-0.08,0.01,
393,Sunny Optical Technology Group Company Limited,SNPTF,OTC,Medical,Medical - Products,30525.0,12,,30.83,26.43,,0.9,1.05,
396,SOPHiA GENETICS SA,SOPH,NSDQ,Medical,Medical Info Systems,1145.79,12,,,,,,,
397,"Sorrento Therapeutics, Inc.",SRNE,NSDQ,Medical,Medical - Biomedical and Genetics,2545.77,12,,,5.3,-1.23,-0.9,1.61,
398,"Sarepta Therapeutics, Inc.",SRPT,NSDQ,Medical,Medical - Biomedical and Genetics,6110.51,12,,,,-6.68,-7.43,-5.85,
399,Scholar Rock Holding Corporation,SRRK,NSDQ,Medical,Medical - Biomedical and Genetics,1340.17,12,,,,-2.63,-3.18,-4.18,
402,STADA ARZNEIMI,STDAF,OTC,Medical,Medical - Drugs,6870.33,12,,,,,,,
404,Stevanato Group S.p.A.,STVN,NYSE,Medical,Medical - Drugs,5855.27,12,,42.08,42.44,,0.47,0.47,
406,"ShockWave Medical, Inc.",SWAV,NSDQ,Medical,Medical - Instruments,6690.17,12,,,162.68,-1.94,-0.88,1.17,
407,SpringWorks Therapeutics Inc.,SWTX,NSDQ,Medical,Medical - Biomedical and Genetics,3681.15,12,,,,-1.24,-3.14,-3.39,
412,"Translate Bio, Inc.",TBIO,NSDQ,Medical,Medical - Drugs,2846.59,12,313.83,,,-0.83,-0.16,-0.86,
413,"Teladoc Health, Inc.",TDOC,NYSE,Medical,Medical Services,22162.58,12,,,,-1.38,-3.53,-1.59,
417,"TG Therapeutics, Inc.",TGTX,NSDQ,Medical,Medical - Products,3154.74,12,,,,-2.28,-2.28,-1.99,
419,"Instil Bio, Inc.",TIL,NSDQ,Medical,Medical - Biomedical and Genetics,2092.38,12,,,,,-1.29,-1.54,
420,"Tilray, Inc.",TLRY,NSDQ,Medical,Medical - Drugs,5869.51,5,,,3936.0,-1.0,-0.14,0.0,
421,"Treace Medical Concepts, Inc.",TMCI,NSDQ,Medical,Medical - Instruments,1283.12,12,,,,,-0.28,-0.24,
424,"Turning Point Therapeutics, Inc.",TPTX,NSDQ,Medical,Medical - Drugs,3297.49,12,,,,-3.78,-4.51,-6.55,
426,"Travere Therapeutics, Inc.",TVTX,NSDQ,Medical,Medical - Biomedical and Genetics,1081.98,12,,,,-1.4,-3.09,-3.38,
428,Twist Bioscience Corporation,TWST,NSDQ,Medical,Medical - Biomedical and Genetics,4714.29,9,,,,-3.74,-3.08,-2.77,
429,10x Genomics Inc.,TXG,NSDQ,Medical,Medical Info Systems,17750.57,12,,,,-1.56,-0.51,-0.18,
430,Taxus Pharmaceuticals Holdings Inc.,TXSP,OTCBB,Medical,Medical - Products,2200.51,6,,,,,,,
431,UCB SA,UCBJF,OTC,Medical,Medical - Drugs,19920.82,12,,,,5.88,,,
438,Valneva SE Sponsored ADR,VALN,NSDQ,Medical,Medical - Products,1333.51,12,,11.97,3.66,,2.23,7.29,
440,"Veracyte, Inc.",VCYT,NSDQ,Medical,Medical - Instruments,2747.0,12,,,,-0.61,-1.05,-0.39,
442,"Verve Therapeutics, Inc.",VERV,NSDQ,Medical,Medical - Drugs,2879.51,12,,,,,-3.37,-2.48,
443,"Vir Biotechnology, Inc.",VIR,NSDQ,Medical,Medical - Biomedical and Genetics,5592.8,12,,,,-2.39,-1.17,-0.9,
447,"VAXART, INC.",VXRT,NSDQ,Medical,Medical - Drugs,1036.58,12,,,,-0.32,-0.68,-0.64,
450,Acceleron Pharma Inc.,XLRN,NSDQ,Medical,Medical - Biomedical and Genetics,7443.26,12,,,,-2.62,-3.96,-3.45,
451,"Xencor, Inc.",XNCR,NSDQ,Medical,Medical - Drugs,1852.37,12,85.84,,,-1.57,-0.75,-3.14,
453,"YmAbs Therapeutics, Inc.",YMAB,NSDQ,Medical,Medical - Biomedical and Genetics,1262.42,12,,,,-3.33,-1.05,-0.75,
455,Zealand Pharma AS,ZEAL,NSDQ,Medical,Medical - Biomedical and Genetics,1172.56,12,,,,-2.97,-4.17,-3.61,
456,Zai Lab Limited Unsponsored ADR,ZLAB,NSDQ,Medical,Medical - Biomedical and Genetics,13885.79,12,,,,-3.23,-7.45,-3.61,
457,Zealand Pharma AS,ZLDPF,OTC,Medical,Medical - Biomedical and Genetics,1035.34,12,,,,,,,
458,"Zentalis Pharmaceuticals, Inc.",ZNTL,NSDQ,Medical,Medical - Biomedical and Genetics,2321.58,12,,,,-4.71,-4.8,-5.11,
460,Zymeworks Inc.,ZYME,NYSE,Medical,Medical - Biomedical and Genetics,1484.34,12,,,,-4.04,-4.62,-4.76,
0,Arc Resources Ltd.,AETUF,OTC,Oils-Energy,Oil and Gas - Exploration and Production - Canadian,2310.71,12,21.09,,,,,,
6,"Alliance Resource Partners, L.P.",ARLP,NSDQ,Oils-Energy,Coal,1046.82,12,8.15,,,-1.18,,,
9,Azure Power Global Ltd.,AZRE,NYSE,Oils-Energy,Solar,1097.42,3,,,151.8,-0.23,-0.02,0.15,
11,Beach Energy Ltd.,BCHEY,OTC,Oils-Energy,Oil and Gas - Exploration and Production - International,1869.55,6,,,,,,,
12,Bloom Energy Corporation,BE,NYSE,Oils-Energy,Alternative Energy - Other,3516.86,12,,,99.18,-0.55,-0.17,0.2,
13,Brookfield Renewable Corporation,BEPC,NYSE,Oils-Energy,Alternative Energy - Other,7168.97,12,,,,,-0.36,-0.17,
14,Birchcliff Energy Ltd.,BIREF,OTC,Oils-Energy,Oil and Gas - Exploration and Production - Canadian,1006.44,12,17.14,,,,,,
19,Peabody Energy Corporation,BTU,NYSE,Oils-Energy,Coal,1592.2,12,,,,-18.47,-0.55,-0.16,
20,China Coal Energy Co.,CCOZY,OTC,Oils-Energy,Coal,7709.91,12,,,,,,,
22,Crestwood Equity Partners LP,CEQP,NYSE,Oils-Energy,Oil and Gas - Production Pipeline - MLB,1685.77,12,,,15.64,-1.32,-1.52,1.71,
23,Chesapeake Energy Corporation,CHK,NSDQ,Oils-Energy,Alternative Energy - Other,5487.01,12,,6.97,8.82,,8.02,6.33,
31,Crescent Point Energy Corporation,CPG,NYSE,Oils-Energy,Oil and Gas - Exploration and Production - Canadian,1948.73,12,6.44,,3.28,,,1.02,
33,California Resources Corporation,CRC,NYSE,Oils-Energy,Oil and Gas - Exploration and Production - United States,2405.62,12,,,,,,,
35,Cairn Energy PLC,CRNCY,OTC,Oils-Energy,Oil and Gas - Exploration and Production - International,1273.13,12,,,,-0.16,-0.26,-0.51,
38,China Shenhua Energy Co.,CSUAY,OTC,Oils-Energy,Coal,39617.64,12,7.11,5.24,5.28,,1.52,1.51,
41,CVR Energy Inc.,CVI,NYSE,Oils-Energy,Oil and Gas - Refining and Marketing,1237.52,12,,,30.77,-1.84,-2.1,0.4,
46,"Delek US Holdings, Inc.",DK,NYSE,Oils-Energy,Oil and Gas - Refining and Marketing,1149.44,12,,,68.07,-4.59,-3.62,0.23,
